# BEGIN PLOT
#DrawOnly=/REF/CMS_2014_I1298810/d01-x01-y01 /./mY_500_mX_600/mY_500_mX_600.yoda/CMS_2014_I1298810/d01-x01-y01
#Title=CMS, pp, $\sqrt{s} = 7\,\text{TeV}$, anti-kT, R=0.5 ($\left|y\right| < 0.5$)
RatioPlotReference=/REF/CMS_2014_I1298810/d01-x01-y01
RatioPlot=1
LogY=1
LegendXPos=0.1
XLabel=$p_{T}$ (GeV)
MainPlot=0
YLabel=$d^2\sigma/dp_{T}dy$ (pb/GeV)
LegendYPos=0.3
#Legend=1
RatioPlotYMin=1
RatioPlotYMax=1.1
RatioPlotYLabel=(MC+Data)/Data
#FullRange=1
# END PLOT

# BEGIN HISTO1D /REF/CMS_2014_I1298810/d01-x01-y01
ConnectBins=0
ErrorBars=1
IsRef=1
LineColor=black
Path=/REF/CMS_2014_I1298810/d01-x01-y01
PolyMarker=*
Title=Data
# xlow	 xhigh	 val	 errminus	 errplus
4.300000e+02	4.680000e+02	1.297215e+00	7.238345e-02	7.238345e-02
4.680000e+02	5.070000e+02	7.520265e-01	4.338266e-02	4.338266e-02
5.070000e+02	5.480000e+02	4.459203e-01	2.630869e-02	2.630869e-02
5.480000e+02	5.920000e+02	2.678261e-01	1.637394e-02	1.637394e-02
5.920000e+02	6.380000e+02	1.571959e-01	1.000221e-02	1.000221e-02
6.380000e+02	6.860000e+02	9.266146e-02	6.150186e-03	6.150186e-03
6.860000e+02	7.370000e+02	5.557238e-02	3.855970e-03	3.855970e-03
7.370000e+02	7.900000e+02	3.319259e-02	2.411023e-03	2.411023e-03
7.900000e+02	8.460000e+02	1.949828e-02	1.484103e-03	1.484103e-03
8.460000e+02	9.050000e+02	1.135223e-02	9.138229e-04	9.138229e-04
9.050000e+02	9.670000e+02	6.580751e-03	5.659947e-04	5.659947e-04
9.670000e+02	1.032000e+03	3.710362e-03	3.435227e-04	3.435227e-04
1.032000e+03	1.101000e+03	2.057212e-03	2.066679e-04	2.066679e-04
1.101000e+03	1.172000e+03	1.300942e-03	1.424377e-04	1.424377e-04
1.172000e+03	1.248000e+03	7.037219e-04	8.654464e-05	8.654464e-05
1.248000e+03	1.327000e+03	2.983800e-04	4.373448e-05	4.373448e-05
# END HISTO1D

# BEGIN HISTO1D /./mY_500_mX_600/mY_500_mX_600.yoda/CMS_2014_I1298810/d01-x01-y01
Path=/./mY_500_mX_600/mY_500_mX_600.yoda/CMS_2014_I1298810/d01-x01-y01
Title=0.10694
LineColor=red
# xlow	 xhigh	 val	 errminus	 errplus
5.600000e+01	6.400000e+01	9.244891e+04	6.040715e+03	6.040715e+03
6.400000e+01	7.400000e+01	4.628226e+04	2.827305e+03	2.827305e+03
7.400000e+01	8.400000e+01	2.305083e+04	1.349376e+03	1.349376e+03
8.400000e+01	9.700000e+01	1.146447e+04	6.566678e+02	6.566678e+02
9.700000e+01	1.140000e+02	5.262480e+03	2.692820e+02	2.692820e+02
1.140000e+02	1.330000e+02	2.319353e+03	1.164338e+02	1.164338e+02
1.330000e+02	1.530000e+02	1.076550e+03	5.372194e+01	5.372194e+01
1.530000e+02	1.740000e+02	5.117562e+02	2.602181e+01	2.602181e+01
1.740000e+02	1.960000e+02	2.527082e+02	1.213269e+01	1.213269e+01
1.960000e+02	2.200000e+02	1.320667e+02	6.381283e+00	6.381283e+00
2.200000e+02	2.450000e+02	7.012413e+01	3.442886e+00	3.442886e+00
2.450000e+02	2.720000e+02	3.793305e+01	1.912385e+00	1.912385e+00
2.720000e+02	3.000000e+02	2.114186e+01	1.103605e+00	1.103605e+00
3.000000e+02	3.300000e+02	1.169711e+01	5.964940e-01	5.964940e-01
3.300000e+02	3.620000e+02	6.609276e+00	3.447211e-01	3.447211e-01
3.620000e+02	3.950000e+02	3.824577e+00	2.018661e-01	2.018661e-01
3.950000e+02	4.300000e+02	2.232428e+00	1.207033e-01	1.207033e-01
4.300000e+02	4.680000e+02	1.298362e+00	7.238446e-02	7.238446e-02
4.680000e+02	5.070000e+02	7.521507e-01	4.338284e-02	4.338284e-02
5.070000e+02	5.480000e+02	4.461566e-01	2.630922e-02	2.630922e-02
5.480000e+02	5.920000e+02	2.679362e-01	1.637431e-02	1.637431e-02
5.920000e+02	6.380000e+02	1.573012e-01	1.000276e-02	1.000276e-02
6.380000e+02	6.860000e+02	9.266146e-02	6.150186e-03	6.150186e-03
6.860000e+02	7.370000e+02	5.557238e-02	3.855970e-03	3.855970e-03
7.370000e+02	7.900000e+02	3.319259e-02	2.411023e-03	2.411023e-03
7.900000e+02	8.460000e+02	1.967129e-02	1.489137e-03	1.489137e-03
8.460000e+02	9.050000e+02	1.135223e-02	9.138229e-04	9.138229e-04
9.050000e+02	9.670000e+02	6.580751e-03	5.659947e-04	5.659947e-04
9.670000e+02	1.032000e+03	3.710362e-03	3.435227e-04	3.435227e-04
1.032000e+03	1.101000e+03	2.057212e-03	2.066679e-04	2.066679e-04
1.101000e+03	1.172000e+03	1.300942e-03	1.424377e-04	1.424377e-04
1.172000e+03	1.248000e+03	7.037219e-04	8.654464e-05	8.654464e-05
1.248000e+03	1.327000e+03	2.983800e-04	4.373448e-05	4.373448e-05
# END HISTO1D


# BEGIN HISTO1D /./mY_1000_mX_600/mY_1000_mX_600.yoda/CMS_2014_I1298810/d01-x01-y01
Path=/./mY_1000_mX_600/mY_1000_mX_600.yoda/CMS_2014_I1298810/d01-x01-y01
Title=mZ'_1000_mX_600, CLs(max)=0.296599
LineColor=blue
# xlow	 xhigh	 val	 errminus	 errplus
5.600000e+01	6.400000e+01	9.244856e+04	6.040715e+03	6.040715e+03
6.400000e+01	7.400000e+01	4.628196e+04	2.827305e+03	2.827305e+03
7.400000e+01	8.400000e+01	2.305052e+04	1.349376e+03	1.349376e+03
8.400000e+01	9.700000e+01	1.146419e+04	6.566678e+02	6.566678e+02
9.700000e+01	1.140000e+02	5.262201e+03	2.692820e+02	2.692820e+02
1.140000e+02	1.330000e+02	2.319076e+03	1.164338e+02	1.164338e+02
1.330000e+02	1.530000e+02	1.076215e+03	5.372194e+01	5.372194e+01
1.530000e+02	1.740000e+02	5.114038e+02	2.602181e+01	2.602181e+01
1.740000e+02	1.960000e+02	2.522961e+02	1.213269e+01	1.213269e+01
1.960000e+02	2.200000e+02	1.316189e+02	6.381276e+00	6.381276e+00
2.200000e+02	2.450000e+02	6.966792e+01	3.442873e+00	3.442873e+00
2.450000e+02	2.720000e+02	3.774876e+01	1.912376e+00	1.912376e+00
2.720000e+02	3.000000e+02	2.110770e+01	1.103602e+00	1.103602e+00
3.000000e+02	3.300000e+02	1.169298e+01	5.964921e-01	5.964921e-01
3.300000e+02	3.620000e+02	6.616440e+00	3.447201e-01	3.447201e-01
3.620000e+02	3.950000e+02	3.835253e+00	2.018648e-01	2.018648e-01
3.950000e+02	4.300000e+02	2.248172e+00	1.207028e-01	1.207028e-01
4.300000e+02	4.680000e+02	1.317069e+00	7.238439e-02	7.238439e-02
4.680000e+02	5.070000e+02	7.691921e-01	4.338399e-02	4.338399e-02
5.070000e+02	5.480000e+02	4.499195e-01	2.630917e-02	2.630917e-02
5.480000e+02	5.920000e+02	2.687176e-01	1.637410e-02	1.637410e-02
5.920000e+02	6.380000e+02	1.575711e-01	1.000232e-02	1.000232e-02
6.380000e+02	6.860000e+02	9.279766e-02	6.150246e-03	6.150246e-03
6.860000e+02	7.370000e+02	5.563904e-02	3.856014e-03	3.856014e-03
7.370000e+02	7.900000e+02	3.321726e-02	2.411048e-03	2.411048e-03
7.900000e+02	8.460000e+02	1.950762e-02	1.484118e-03	1.484118e-03
8.460000e+02	9.050000e+02	1.135223e-02	9.138229e-04	9.138229e-04
9.050000e+02	9.670000e+02	6.584969e-03	5.660104e-04	5.660104e-04
9.670000e+02	1.032000e+03	3.710362e-03	3.435227e-04	3.435227e-04
1.032000e+03	1.101000e+03	2.057212e-03	2.066679e-04	2.066679e-04
1.101000e+03	1.172000e+03	1.300942e-03	1.424377e-04	1.424377e-04
1.172000e+03	1.248000e+03	7.037219e-04	8.654464e-05	8.654464e-05
1.248000e+03	1.327000e+03	2.983800e-04	4.373448e-05	4.373448e-05
# END HISTO1D


# BEGIN HISTO1D /./mY_1500_mX_600/mY_1500_mX_600.yoda/CMS_2014_I1298810/d01-x01-y01
Path=/./mY_1500_mX_600/mY_1500_mX_600.yoda/CMS_2014_I1298810/d01-x01-y01
Title=0.139331
LineColor=green
# xlow	 xhigh	 val	 errminus	 errplus
5.600000e+01	6.400000e+01	9.244854e+04	6.040715e+03	6.040715e+03
6.400000e+01	7.400000e+01	4.628194e+04	2.827305e+03	2.827305e+03
7.400000e+01	8.400000e+01	2.305051e+04	1.349376e+03	1.349376e+03
8.400000e+01	9.700000e+01	1.146418e+04	6.566678e+02	6.566678e+02
9.700000e+01	1.140000e+02	5.262193e+03	2.692820e+02	2.692820e+02
1.140000e+02	1.330000e+02	2.319070e+03	1.164338e+02	1.164338e+02
1.330000e+02	1.530000e+02	1.076210e+03	5.372194e+01	5.372194e+01
1.530000e+02	1.740000e+02	5.113979e+02	2.602181e+01	2.602181e+01
1.740000e+02	1.960000e+02	2.522905e+02	1.213269e+01	1.213269e+01
1.960000e+02	2.200000e+02	1.316134e+02	6.381276e+00	6.381276e+00
2.200000e+02	2.450000e+02	6.966128e+01	3.442873e+00	3.442873e+00
2.450000e+02	2.720000e+02	3.774163e+01	1.912376e+00	1.912376e+00
2.720000e+02	3.000000e+02	2.109848e+01	1.103602e+00	1.103602e+00
3.000000e+02	3.300000e+02	1.168264e+01	5.964920e-01	5.964920e-01
3.300000e+02	3.620000e+02	6.603866e+00	3.447199e-01	3.447199e-01
3.620000e+02	3.950000e+02	3.820411e+00	2.018645e-01	2.018645e-01
3.950000e+02	4.300000e+02	2.230879e+00	1.207023e-01	1.207023e-01
4.300000e+02	4.680000e+02	1.297516e+00	7.238345e-02	7.238345e-02
4.680000e+02	5.070000e+02	7.523821e-01	4.338266e-02	4.338266e-02
5.070000e+02	5.480000e+02	4.463190e-01	2.630870e-02	2.630870e-02
5.480000e+02	5.920000e+02	2.683372e-01	1.637395e-02	1.637395e-02
5.920000e+02	6.380000e+02	1.578371e-01	1.000223e-02	1.000223e-02
6.380000e+02	6.860000e+02	9.341828e-02	6.150223e-03	6.150223e-03
6.860000e+02	7.370000e+02	5.646841e-02	3.856036e-03	3.856036e-03
7.370000e+02	7.900000e+02	3.354346e-02	2.411063e-03	2.411063e-03
7.900000e+02	8.460000e+02	1.955182e-02	1.484112e-03	1.484112e-03
8.460000e+02	9.050000e+02	1.136884e-02	9.138273e-04	9.138273e-04
9.050000e+02	9.670000e+02	6.585866e-03	5.659968e-04	5.659968e-04
9.670000e+02	1.032000e+03	3.712580e-03	3.435241e-04	3.435241e-04
1.032000e+03	1.101000e+03	2.058048e-03	2.066687e-04	2.066687e-04
1.101000e+03	1.172000e+03	1.300942e-03	1.424377e-04	1.424377e-04
1.172000e+03	1.248000e+03	7.037219e-04	8.654464e-05	8.654464e-05
1.248000e+03	1.327000e+03	2.987450e-04	4.373600e-05	4.373600e-05
# END HISTO1D


# BEGIN HISTO1D /./mY_2000_mX_600/mY_2000_mX_600.yoda/CMS_2014_I1298810/d01-x01-y01
Path=/./mY_2000_mX_600/mY_2000_mX_600.yoda/CMS_2014_I1298810/d01-x01-y01
Title=0.034777
LineColor=orange
# xlow	 xhigh	 val	 errminus	 errplus
5.600000e+01	6.400000e+01	9.244854e+04	6.040715e+03	6.040715e+03
6.400000e+01	7.400000e+01	4.628194e+04	2.827305e+03	2.827305e+03
7.400000e+01	8.400000e+01	2.305051e+04	1.349376e+03	1.349376e+03
8.400000e+01	9.700000e+01	1.146418e+04	6.566678e+02	6.566678e+02
9.700000e+01	1.140000e+02	5.262192e+03	2.692820e+02	2.692820e+02
1.140000e+02	1.330000e+02	2.319069e+03	1.164338e+02	1.164338e+02
1.330000e+02	1.530000e+02	1.076209e+03	5.372194e+01	5.372194e+01
1.530000e+02	1.740000e+02	5.113976e+02	2.602181e+01	2.602181e+01
1.740000e+02	1.960000e+02	2.522901e+02	1.213269e+01	1.213269e+01
1.960000e+02	2.200000e+02	1.316132e+02	6.381276e+00	6.381276e+00
2.200000e+02	2.450000e+02	6.966105e+01	3.442873e+00	3.442873e+00
2.450000e+02	2.720000e+02	3.774146e+01	1.912376e+00	1.912376e+00
2.720000e+02	3.000000e+02	2.109828e+01	1.103602e+00	1.103602e+00
3.000000e+02	3.300000e+02	1.168244e+01	5.964920e-01	5.964920e-01
3.300000e+02	3.620000e+02	6.603690e+00	3.447199e-01	3.447199e-01
3.620000e+02	3.950000e+02	3.820186e+00	2.018645e-01	2.018645e-01
3.950000e+02	4.300000e+02	2.230641e+00	1.207023e-01	1.207023e-01
4.300000e+02	4.680000e+02	1.297229e+00	7.238345e-02	7.238345e-02
4.680000e+02	5.070000e+02	7.520406e-01	4.338266e-02	4.338266e-02
5.070000e+02	5.480000e+02	4.459333e-01	2.630869e-02	2.630869e-02
5.480000e+02	5.920000e+02	2.678421e-01	1.637394e-02	1.637394e-02
5.920000e+02	6.380000e+02	1.572150e-01	1.000221e-02	1.000221e-02
6.380000e+02	6.860000e+02	9.268212e-02	6.150186e-03	6.150186e-03
6.860000e+02	7.370000e+02	5.560063e-02	3.855970e-03	3.855970e-03
7.370000e+02	7.900000e+02	3.322199e-02	2.411023e-03	2.411023e-03
7.900000e+02	8.460000e+02	1.953656e-02	1.484104e-03	1.484104e-03
8.460000e+02	9.050000e+02	1.140028e-02	9.138246e-04	9.138246e-04
9.050000e+02	9.670000e+02	6.636680e-03	5.659978e-04	5.659978e-04
9.670000e+02	1.032000e+03	3.744005e-03	3.435256e-04	3.435256e-04
1.032000e+03	1.101000e+03	2.061740e-03	2.066685e-04	2.066685e-04
1.101000e+03	1.172000e+03	1.301547e-03	1.424378e-04	1.424378e-04
1.172000e+03	1.248000e+03	7.041329e-04	8.654476e-05	8.654476e-05
1.248000e+03	1.327000e+03	2.985777e-04	4.373459e-05	4.373459e-05
# END HISTO1D



